[235, 27, 25]
[235, 28, 19]
[244, 49, 28]
[235, 27, 21]
[235, 29, 27]
[232, 27, 21]
[233, 27, 21]
[234, 30, 20]
[233, 39, 35]
[240, 32, 6]
[22, 98, 23]
[21, 94, 22]
[20, 96, 26]
[19, 92, 23]
[17, 89, 21]
[10, 95, 25]
[10, 90, 23]
[18, 94, 22]
[19, 92, 23]
[19, 93, 22]
[19, 37, 45]
[24, 42, 53]
[19, 38, 41]
[16, 36, 50]
[20, 35, 51]
[24, 48, 52]
[20, 43, 50]
[24, 35, 50]
[9, 32, 50]
[16, 35, 49]
